,MESH:D005923,MESH:D009503,MESH:D016115,MESH:D018476,MESH:C567059,MESH:D010198,MESH:D007898,MESH:C574275,MESH:D001249,MESH:C535836,MESH:D020149,MESH:D009325,MESH:D001943,MESH:D006943,MESH:D013612,MESH:D014517,MESH:D001281,MESH:C537758,MESH:D010391,MESH:D002538,MESH:D058489,MESH:D012770,MESH:D009205,MESH:D018500,MESH:D009374,MESH:C567064,MESH:D007805,MESH:D006332,MESH:D007035,MESH:D009389,MESH:C535531,MESH:D009767,MESH:D000037,MESH:D001002,MESH:D007634,MESH:C535575,MESH:D010212,MESH:D018281,MESH:C566381,MESH:D000544,MESH:D016535,MESH:D005334,MESH:D004830,MESH:D009765,OMIM:613721,MESH:D046628,MESH:D012128,MESH:D005922,MESH:D001927,MESH:D054559,MESH:D001157,MESH:D012220,MESH:C535504,MESH:D066126,MESH:D001254,MESH:D016108,MESH:D006527,MESH:D052496,MESH:D019964,MESH:C566899,MESH:D008268,MESH:D020258,MESH:D000647,MESH:D010300,MESH:D012829,MESH:D006528,MESH:D012131,MESH:D013927,MESH:D008106,MESH:D058447,MESH:D001171,MESH:D001724,MESH:D018754,MESH:D006330,MESH:D020261,MESH:D004443,MESH:D016301,OMIM:168600,OMIM:256600,MESH:D009393,MESH:D006519,MESH:D007674,OMIM:606771,MESH:D003248,MESH:D055963,MESH:D009362,MESH:D002779,MESH:D010922,MESH:D006501,MESH:D001847,MESH:D006967,MESH:D016410,MESH:D009101,MESH:D055501,MESH:D014424,MESH:D056486,MESH:D018879,MESH:D020642,MESH:D060050,MESH:D019969
MESH:D008268,0.42548314,0.59274024,1.1867521,0.65776473,0.74741566,0.38423598,0.69036746,1.5821236,1.2875417,0.8670224,0.6488335,1.1362236,1.8761717,0.46468025,1.9425367,0.27529582,0.23182398,1.4608184,0.3670849,0.0110222185,0.6378956,0.12124183,0.45679876,0.9445223,0.83597684,1.3959554,0.59939283,1.1412759,0.7291778,0.08440136,0.45422396,0.3280933,0.56478107,0.008458838,0.21330537,0.72027594,0.49784204,0.6343768,0.898165,1.38471,0.29757765,1.1499485,0.46916834,1.6088985,1.8437784,1.8317977,0.5806004,0.21871819,0.6453004,1.0507668,0.570461,0.017383,1.5211294,0.8141386,0.29584056,0.929371,0.66650355,0.34340993,0.6825226,1.4329337,0.0,0.9483994,0.6968166,1.2920918,0.3472575,1.5949906,0.04477196,0.96572375,1.765781,0.88398784,0.713066,0.4525769,0.43211272,0.4963321,0.7195052,0.42406583,0.9492943,0.5578898,1.7071012,0.07599984,0.29342607,1.6909435,1.1310424,0.21049833,0.15073475,1.2897128,1.2183387,0.28042862,0.6700941,0.41856787,0.9160063,0.33973813,0.7619695,1.8982036,0.36314946,1.9729548,0.49643815,0.15641116,0.31246367,1.0822576
MESH:D020258,0.5229284,0.35579276,2.1350498,1.6060954,1.6957833,1.332576,0.25807294,2.5304475,0.33917385,1.8153468,0.29960987,0.18795016,0.92778707,0.48372668,2.8907783,1.2236594,0.7166124,2.4091475,1.3154123,0.9589056,1.5862627,1.0696071,0.49167004,1.8928584,0.11257605,2.3442903,1.5477756,0.19295213,0.21926019,1.0327203,1.4025891,1.2764348,1.5131497,0.9488832,1.1616461,0.22814845,0.45056197,0.3140397,1.8465295,0.43631843,0.6508471,0.20162165,0.47932264,0.66053057,2.7920601,2.7800384,0.36781996,0.7297015,0.30311605,1.9991199,1.518824,0.9638666,2.4694684,1.7624035,0.6526411,1.8777337,0.28193742,1.2917882,1.6308026,2.3812559,0.9483994,0.0,0.2516949,0.34375927,0.6011733,0.64662176,0.90400285,0.018191366,0.81741613,1.8322757,0.2353362,1.400931,0.5163054,0.45210037,0.22893727,1.372332,1.897644,1.5062486,2.655407,0.8726981,0.65500796,0.7425641,2.0793614,1.1587341,1.0991081,0.34135276,0.270043,0.66800344,0.27834436,1.3669561,0.032756347,0.60867834,0.18644622,2.8464286,0.58533776,1.0246224,1.4447496,1.1046741,0.6359659,0.1339068
MESH:D000647,0.2713672,0.10423899,1.8835281,1.3545524,1.4442134,1.0810201,0.008748707,2.2789142,0.5908013,1.5638119,0.048505522,0.4394472,1.1794037,0.23220396,2.6392193,0.97208863,0.4650264,2.1576145,1.063856,0.7073242,1.3347021,0.81803447,0.24012253,1.641317,0.13953365,2.0927515,1.2962018,0.44450665,0.033558983,0.78114295,1.1510206,1.0248744,1.2615845,0.6973609,0.91007805,0.024479784,0.19908692,0.06272835,1.5949622,0.6879815,0.39930558,0.45317492,0.22790001,0.9121041,2.5405424,2.5285459,0.11652861,0.47813448,0.052115344,1.7475635,1.2672441,0.7123229,2.2179272,1.5108941,0.40107912,1.6261712,0.030831615,1.0402031,1.3792874,2.129725,0.6968166,0.2516949,0.0,0.59529746,0.34962025,0.8982239,0.6524795,0.26901457,1.0690204,1.5807439,0.017457284,1.1493769,0.26477608,0.2005487,0.024038529,1.120812,1.6460899,1.2546873,2.4038863,0.6211682,0.40345293,0.9941615,1.8278282,0.9071866,0.84752756,0.59300506,0.52159023,0.41644126,0.02718847,1.1153758,0.21936427,0.35715228,0.06546655,2.594945,0.3338734,1.2761544,1.193211,0.8531351,0.38441813,0.3855219
MESH:D010300,0.86661506,0.6993998,2.478752,1.9497937,2.0394728,1.6762742,0.60173845,2.8741453,0.009559287,2.159046,0.64328563,0.15598091,0.5841704,0.8274286,3.234402,1.5673535,1.0602893,2.7528477,1.6591035,1.3025849,1.9299606,1.413303,0.8353316,2.2365599,0.45624498,2.6879897,1.8914691,0.15087779,0.5629704,1.376412,1.7462847,1.6201297,1.856845,1.2925872,1.5053347,0.57186025,0.79428023,0.6577328,2.1902206,0.093237415,0.99454254,0.14223868,0.8230271,0.31682548,3.1357532,3.123733,0.7115538,1.0733967,0.6468466,2.3428128,1.8625072,1.307555,2.8131666,2.1061144,0.99631673,2.2214262,0.6256035,1.6354715,1.9745063,2.7249553,1.2920918,0.34375927,0.59529746,0.0,0.9448539,0.30302152,1.2477235,0.3264559,0.47382677,2.1759667,0.57904804,1.7446318,0.85999346,0.7957799,0.5726393,1.7160424,2.241338,1.8499439,2.9991062,1.2164098,0.9986898,0.39898947,2.4230602,1.5024232,1.4427985,0.011295069,0.07424245,1.0116845,0.6220072,1.7106495,0.37617454,0.95239186,0.53014964,3.1901333,0.92904925,0.68092984,1.7884516,1.4483782,0.9796517,0.20996158
MESH:D012829,0.0782771,0.24555936,1.5339572,1.0049742,1.0946492,0.73145735,0.34312463,1.9293377,0.940304,1.2142279,0.30158353,0.78898525,1.5289396,0.11750345,2.2897093,0.6225295,0.11555069,1.8080316,0.71428674,0.35775006,0.9851266,0.46847588,0.10956794,1.2917405,0.4887483,1.7431738,0.9466324,0.79403085,0.3819531,0.43160316,0.8014619,0.6753046,0.9120156,0.3478364,0.5605097,0.37304994,0.15065815,0.28713754,1.2453998,1.0374805,0.0497268,0.80270594,0.12225835,1.2616562,2.190969,2.1789763,0.23341918,0.12863466,0.29809785,1.3979925,0.9176963,0.36279202,1.8683493,1.1613299,0.051935725,1.2766011,0.31925836,0.690646,1.0297014,1.7801435,0.3472575,0.6011733,0.34962025,0.9448539,0.0,1.2477541,0.302934,0.61848426,1.418549,1.2311841,0.36583903,0.7998015,0.084868774,0.14912479,0.37226647,0.77124584,1.2965192,0.9051182,2.0543048,0.27167532,0.053838372,1.3437184,1.4782513,0.557625,0.49797273,0.94247645,0.8710918,0.06683413,0.3228696,0.76581687,0.56877106,0.009029129,0.41473415,2.2453828,0.017234052,1.6257311,0.84364223,0.5035498,0.034821063,0.73503906
MESH:D006528,1.1695135,1.0022867,2.7816286,2.2526877,2.3423698,1.9791688,0.90463513,3.177027,0.30747843,2.4619207,0.94617784,0.45879868,0.2812042,1.1303331,3.537293,1.8702424,1.3631966,3.0557253,1.9620011,1.6054876,2.2328472,1.716205,1.1382284,2.539442,0.7590529,2.9908705,2.194369,0.45375073,0.86582994,1.6793109,2.049186,1.9230269,2.159738,1.5954863,1.8082328,0.87472963,1.0971624,0.960628,2.4931169,0.21042675,1.2974335,0.44508374,1.1259204,0.015501179,3.4386492,3.4266043,1.0144312,1.3762941,0.9497267,2.6456995,2.1654127,1.6104366,3.1160488,2.4089894,1.2992042,2.5243182,0.92850333,1.9383734,2.2773883,3.027834,1.5949906,0.64662176,0.8982239,0.30302152,1.2477541,0.0,1.5506003,0.6292864,0.1708193,2.478861,0.8819407,2.0475233,1.162892,1.098664,0.87550914,2.0189242,2.5442255,2.1528447,3.301981,1.5192919,1.3015902,0.09659196,2.7259474,1.8053231,1.7456931,0.30536333,0.37676063,1.3145874,0.9249068,2.013548,0.67899185,1.2552825,0.83303416,3.4929924,1.2319466,0.37811175,2.0913458,1.7512754,1.2825552,0.5127993
MESH:D012131,0.38113967,0.5484188,1.2310812,0.7021185,0.79180247,0.42859712,0.6460024,1.6264712,1.2431474,0.9113703,0.6044679,1.0918572,1.8317708,0.42030665,1.9869236,0.31969422,0.18754236,1.5051672,0.41145557,0.05537664,0.6822731,0.16567123,0.41248268,0.9888732,0.79157907,1.4403075,0.6437915,1.0969032,0.68477875,0.12883256,0.49860936,0.37247285,0.60916406,0.04529606,0.25771177,0.67589307,0.45345357,0.59000635,0.94254535,1.3402982,0.2532354,1.1055765,0.4247478,1.5645238,1.8881193,1.8761111,0.536194,0.17439309,0.60090315,1.0951364,0.61486226,0.060282405,1.5654846,0.8584404,0.25150624,0.97374815,0.62214506,0.38784146,0.7268423,1.4772799,0.04477196,0.90400285,0.6524795,1.2477235,0.302934,1.5506003,0.0,0.92134637,1.7213857,0.92832464,0.6686798,0.49694294,0.38775983,0.45198733,0.67512345,0.4683599,0.9936607,0.6022677,1.7514397,0.03152404,0.24911426,1.6465518,1.1753879,0.25483555,0.19518407,1.2453085,1.173968,0.23612797,0.6257291,0.4629805,0.87161577,0.2953575,0.7175891,1.9425051,0.31875777,1.9285883,0.5407744,0.200738,0.26813614,1.0378585
MESH:D013927,0.54024917,0.3730638,2.1524017,1.6234381,1.7131186,1.3499186,0.27537182,2.5477936,0.3218631,1.8326823,0.31691176,0.17053144,0.9104684,0.5010696,2.9081352,1.2409906,0.73394877,2.4264884,1.332748,0.9762265,1.6035931,1.0869439,0.5089588,1.9101977,0.12984632,2.3616319,1.5651071,0.17559052,0.23662181,1.050059,1.4199313,1.293766,1.530485,0.96625,1.1789747,0.24547642,0.46789974,0.33135867,1.8638687,0.4190417,0.6681601,0.18425812,0.49672896,0.6432008,2.8094087,2.797397,0.38517877,0.747041,0.32048783,2.0164554,1.5361655,0.98120254,2.48681,1.779761,0.66996545,1.8950685,0.2992341,1.3091166,1.6481496,2.398596,0.96572375,0.018191366,0.26901457,0.3264559,0.61848426,0.6292864,0.92134637,0.0,0.8000748,1.8496323,0.2526983,1.4182675,0.5336239,0.4693979,0.24623817,1.3896868,1.9149834,1.5235904,2.6727521,0.890055,0.67232126,0.72526443,2.0967066,1.176071,1.1164355,0.32404777,0.25264773,0.685318,0.2956642,1.3842881,0.04981705,0.6260195,0.20377716,2.8637853,0.6026889,1.0072924,1.4621001,1.122015,0.6532864,0.11679692
MESH:D008106,1.3403081,1.1730789,2.9524124,2.4234774,2.5131588,2.1499581,1.0754312,3.3478122,0.47827932,2.6327055,1.1169748,0.6295923,0.110459924,1.3011265,3.7080884,2.0410304,1.5339928,3.2265096,2.1327906,1.7762811,2.4036336,1.8869966,1.3090236,2.7102268,0.9298377,3.161655,2.3651586,0.62455475,1.0366248,1.8501021,2.2199771,2.0938148,2.330527,1.766281,1.9790226,1.0455217,1.2679522,1.131423,2.6639056,0.38116735,1.4682242,0.615884,1.2967128,0.15718214,3.609433,3.5973835,1.1852188,1.5470878,1.1205188,2.8164854,2.336205,1.7812241,3.286834,2.579772,1.4699926,2.6951056,1.0993,2.1091642,2.4481761,3.198617,1.765781,0.81741613,1.0690204,0.47382677,1.418549,0.1708193,1.7213857,0.8000748,0.0,2.6496506,1.0527365,2.2183115,1.3336871,1.2694545,1.0463006,2.189712,2.715013,2.323636,3.4727633,1.6900797,1.4723849,0.07583428,2.8967335,1.9761124,1.9164822,0.47614014,0.5475444,1.4853824,1.0957024,2.1843376,0.8497814,1.4260737,1.0038292,3.6637633,1.4027402,0.20756756,2.262136,1.9220681,1.4533509,0.6835899
MESH:D058447,1.3094189,1.4766713,0.3028184,0.22626598,0.13682981,0.4997561,1.5742726,0.69819146,2.1714149,0.018974083,1.5327429,2.0201335,2.7600248,1.3485848,1.0588213,0.60872936,1.1157339,0.57692176,0.51692206,0.87346745,0.2462447,0.7627528,1.3407433,0.06101223,1.719874,0.5120583,0.28474692,2.0251698,1.6130484,0.79963803,0.4298018,0.55592895,0.3192831,0.883425,0.6707076,1.6041896,1.3817539,1.5182887,0.016854266,2.268559,1.1815021,2.033853,1.3529775,2.4927795,0.95988435,0.9478369,1.464485,1.1026431,1.5291947,0.16705416,0.31363758,0.86845845,0.63722837,0.07016294,1.1797072,0.046336886,1.5504218,0.54063034,0.20158665,0.54902995,0.88398784,1.8322757,1.5807439,2.1759667,1.2311841,2.478861,0.92832464,1.8496323,2.6496506,0.0,1.5969565,0.43143532,1.3160301,1.3802731,1.6034142,0.45997944,0.06582529,0.32614565,0.82316613,0.95961326,1.1773478,2.5748317,0.24714038,0.6735869,0.73327833,2.1735787,2.1022487,1.1643573,1.5539925,0.46550557,1.7998936,1.2236587,1.6458737,1.0142918,1.2470163,2.8568444,0.3875636,0.7276783,1.1963805,1.9661059
MESH:D001171,0.2875957,0.120607704,1.8997324,1.3707689,1.4604532,1.097248,0.022931263,2.2951264,0.57448906,1.5800227,0.06434276,0.42319414,1.163116,0.24839479,2.65547,0.9883292,0.4812813,2.173825,1.0800829,0.7235702,1.3509328,0.83427525,0.2563547,1.6575336,0.12302209,2.108967,1.3124435,0.42822757,0.016477823,0.7973901,1.1672595,1.0411044,1.2778196,0.7135634,0.926314,0.007850386,0.21523571,0.07872056,1.6112007,0.67165077,0.41551378,0.4369022,0.24404334,0.8958455,2.556745,2.5447319,0.13252027,0.49437168,0.06784337,1.7637926,1.2834942,0.72854316,2.2341447,1.5270895,0.41732073,1.6424047,0.046696655,1.0564553,1.3954822,2.145934,0.713066,0.2353362,0.017457284,0.57904804,0.36583903,0.8819407,0.6686798,0.2526983,1.0527365,1.5969565,0.0,1.1656017,0.28097087,0.21678214,0.007366069,1.1370124,1.6623173,1.270919,2.4200888,0.6373786,0.41967303,0.9778928,1.8440392,0.9234069,0.86377597,0.5766651,0.50530744,0.4326683,0.04312054,1.1316243,0.20298088,0.3733522,0.048935287,2.6111271,0.35002592,1.2599297,1.209425,0.8693456,0.4006311,0.3692062
MESH:D001724,0.87803817,1.0452949,0.73417854,0.20519651,0.2948674,0.06838851,1.1429098,1.1295478,1.7400728,0.4144567,1.1013751,1.5887733,2.3286977,0.9172187,1.4900767,0.17732947,0.6843616,1.0082436,0.08558816,0.44207293,0.18534258,0.33135146,0.90935403,0.49194708,1.2885084,0.94338053,0.14687607,1.5938189,1.1816998,0.36825007,0.0038933393,0.12454963,0.1122398,0.45209512,0.23931716,1.1728206,0.95038146,1.086921,0.44561037,1.8372291,0.7501149,1.6024963,0.9216522,2.061441,1.3912225,1.3792312,1.033125,0.67126095,1.097834,0.59820145,0.11803412,0.43711382,1.0685556,0.361596,0.7483453,0.4768089,1.1190522,0.10927416,0.22999354,0.9803583,0.4525769,1.400931,1.1493769,1.7446318,0.7998015,2.0475233,0.49694294,1.4182675,2.2183115,0.43143532,1.1656017,0.0,0.8846551,0.94888836,1.1720452,0.029160805,0.4967282,0.105353355,1.254525,0.52825695,0.7459645,2.1434867,0.678467,0.24225958,0.30187103,1.7422371,1.670886,0.7329718,1.1226348,0.034328267,1.3685381,0.7922773,1.2145116,1.4456465,0.8156504,2.425504,0.044011462,0.2962996,0.7650009,1.5347791
MESH:D018754,0.0069392496,0.16075848,1.6188042,1.0898265,1.1795053,0.8163077,0.25826362,2.0141892,0.85544014,1.2990805,0.21672262,0.70412666,1.4440753,0.032733362,2.374555,0.707383,0.2003581,1.8928844,0.79913926,0.44261035,1.0699829,0.553328,0.024921615,1.376593,0.40388706,1.8280267,1.0314903,0.7091698,0.2970881,0.5164508,0.8863149,0.7601583,0.9968711,0.43265605,0.6453647,0.28818548,0.06582433,0.20227218,1.330255,0.9526136,0.13455576,0.7178448,0.03805412,1.1767951,2.2758174,2.2638185,0.14856681,0.21344495,0.21323395,1.4828476,1.0025505,0.4476248,1.9532028,1.2461711,0.13648456,1.3614571,0.23439832,0.77550364,1.1145486,1.8649956,0.43211272,0.5163054,0.26477608,0.85999346,0.084868774,1.162892,0.38775983,0.5336239,1.3336871,1.3160301,0.28097087,0.8846551,0.0,0.06431876,0.28740355,0.8560872,1.3813733,0.98997235,2.1391551,0.3564822,0.1387029,1.2588536,1.5631024,0.6424719,0.58282727,0.8576123,0.78623366,0.1516986,0.23801121,0.85067344,0.4839085,0.092475645,0.32986808,2.3302221,0.06929449,1.5408729,0.92848986,0.58839923,0.119664535,0.6501724
MESH:D006330,0.07089014,0.09648304,1.6830429,1.154068,1.2437333,0.88053983,0.19405793,2.0784276,0.79122335,1.3633138,0.15254691,0.63989437,1.3798497,0.032039236,2.4387794,0.7716012,0.26457033,1.9571215,0.8633742,0.5068376,1.1342098,0.6175577,0.039747357,1.4408265,0.33968222,1.8922619,1.0957197,0.6449534,0.2329021,0.5806701,0.9505462,0.82439053,1.0610993,0.4969085,0.70959324,0.22397587,0.004518387,0.13808873,1.3944837,0.8884043,0.19879606,0.6536253,0.028962174,1.1125755,2.3400686,2.3280663,0.084504865,0.2776635,0.14908837,1.5470765,1.0667769,0.5118388,2.0174384,1.3104117,0.20061876,1.4256864,0.17019722,0.8397255,1.1787966,1.9292334,0.4963321,0.45210037,0.2005487,0.7957799,0.14912479,1.098664,0.45198733,0.4693979,1.2694545,1.3802731,0.21678214,0.94888836,0.06431876,0.0,0.22320911,0.9203287,1.445604,1.0542089,2.2033958,0.42070037,0.2029558,1.1946334,1.6273432,0.70671076,0.6470433,0.7934028,0.7220194,0.2159487,0.17379457,0.9148963,0.4196871,0.1566968,0.265663,2.3944645,0.13353248,1.4766349,0.99273217,0.6526499,0.18393491,0.5859648
MESH:D020261,0.29403517,0.12706216,1.9061831,1.3772147,1.4669007,1.1036986,0.029363915,2.3015735,0.5680547,1.5864645,0.07071242,0.4167563,1.1566885,0.25485575,2.6619391,0.99477524,0.48774174,2.1802678,1.0865316,0.7300115,1.357374,0.8407215,0.2627542,1.6639785,0.1165027,2.1154122,1.3188851,0.42179385,0.010709714,0.803843,1.1737083,1.047549,1.2842646,0.72002333,0.9327601,0.0025496169,0.22167954,0.0851505,1.6176496,0.6652233,0.42194024,0.43046275,0.25058192,0.8894177,2.56319,2.5511844,0.13898054,0.5008221,0.07431446,1.7702388,1.289948,0.73500216,2.2405894,1.5335417,0.42378902,1.6488502,0.053084835,1.0629021,1.4019257,2.1523778,0.7195052,0.22893727,0.024038529,0.5726393,0.37226647,0.87550914,0.67512345,0.24623817,1.0463006,1.6034142,0.007366069,1.1720452,0.28740355,0.22320911,0.0,1.1434629,1.6687645,1.2773657,2.426534,0.6438408,0.4261024,0.9714625,1.8504862,0.92985874,0.87022144,0.5702194,0.49884465,0.4390982,0.049711954,1.1380676,0.1965366,0.37979054,0.042526495,2.6175783,0.35645306,1.2535093,1.2158754,0.8757831,0.40706247,0.36282718
MESH:D004443,0.84947354,1.0167416,0.76273036,0.23380606,0.32354206,0.040120635,1.1143345,1.1581235,1.7114707,0.44305244,1.0727987,1.5601952,2.3000908,0.8886416,1.5186478,0.14891885,0.65580416,1.0368255,0.05737106,0.4135656,0.21405074,0.3028386,0.8808025,0.52054733,1.2599163,0.97196746,0.17565191,1.5652332,1.1531019,0.33972523,0.031057756,0.096247286,0.14098664,0.42347822,0.21086405,1.1442353,0.92179984,1.0583434,0.47424746,1.8086171,0.7215591,1.5739115,0.8930422,2.0328486,1.4197977,1.4077673,1.0045333,0.6426954,1.06924,0.6268224,0.14676684,0.40855342,1.0971438,0.3900962,0.7197869,0.50544804,1.0904801,0.0811835,0.25851038,1.008942,0.42406583,1.372332,1.120812,1.7160424,0.77124584,2.0189242,0.4683599,1.3896868,2.189712,0.45997944,1.1370124,0.029160805,0.8560872,0.9203287,1.1434629,0.0,0.5253399,0.13405189,1.2830938,0.49966073,0.7174116,2.1148853,0.70704675,0.21375503,0.27339947,1.7136301,1.6423038,0.7044212,1.0940584,0.01088498,1.3399483,0.7637005,1.1859266,1.474184,0.78706276,2.3969142,0.07247544,0.26774493,0.736441,1.5061759
MESH:D016301,1.3747556,1.5419978,0.2375467,0.2915831,0.20190239,0.565076,1.6396245,0.632843,2.2367787,0.082428515,1.5980918,2.085486,2.8253984,1.4139394,0.9934765,0.6740115,1.1810685,0.5115448,0.5822515,0.9387806,0.31141078,0.82806873,1.4060701,0.0063029667,1.7852238,0.44667515,0.34993437,2.0905313,1.6784079,0.8649533,0.49508888,0.6212449,0.38451487,0.94878936,0.73602307,1.669538,1.4471016,1.5836399,0.05122853,2.3339365,1.2468364,2.0992112,1.4183528,2.5581489,0.89462584,0.88260335,1.5298452,1.1679744,1.5945524,0.10150106,0.37887904,0.9337963,0.5718447,0.13556875,1.2450457,0.020117855,1.6157695,0.6059034,0.26695737,0.48367682,0.9492943,1.897644,1.6460899,2.241338,1.2965192,2.5442255,0.9936607,1.9149834,2.715013,0.06582529,1.6623173,0.4967282,1.3813733,1.445604,1.6687645,0.5253399,0.0,0.3914255,0.75783855,1.0249597,1.2426819,2.6402028,0.18185286,0.7389431,0.7985733,2.2389445,2.1676035,1.2296896,1.6193459,0.5307479,1.8652483,1.2889994,1.7112287,0.94905835,1.3123714,2.9222016,0.45291618,0.7930108,1.26172,2.0314853
OMIM:168600,0.9833534,1.1506112,0.6288884,0.09993303,0.18956926,0.17369121,1.2482289,1.0242431,1.8453914,0.3091967,1.2066927,1.6940932,2.43402,1.0225351,1.3847574,0.28263968,0.7896691,0.9029441,0.19089277,0.54738456,0.08013595,0.43665805,1.0146686,0.38666394,1.3938309,0.8380798,0.04166014,1.6991363,1.2870189,0.47355533,0.10368203,0.22987404,0.007487054,0.55738795,0.34463987,1.2781389,1.0557011,1.192239,0.3402971,1.9425496,0.85543716,1.7078134,1.0269618,2.1667562,1.285928,1.2739458,1.1384454,0.7765705,1.2031497,0.4929051,0.013377269,0.542438,0.96325064,0.25637084,0.8536673,0.3715082,1.2243695,0.21453379,0.12483071,0.8750654,0.5578898,1.5062486,1.2546873,1.8499439,0.9051182,2.1528447,0.6022677,1.5235904,2.323636,0.32614565,1.270919,0.105353355,0.98997235,1.0542089,1.2773657,0.13405189,0.3914255,0.0,1.1492294,0.6335721,0.8512811,2.2488022,0.5731717,0.3475778,0.40718478,1.8475571,1.7762041,0.8382867,1.2279532,0.13937628,1.4738617,0.897592,1.31983,1.3403782,0.9209594,2.5308166,0.06160922,0.40160003,0.87031555,1.6400965
OMIM:256600,2.1325471,2.299799,0.52037543,1.0493423,0.959723,1.322877,2.3974004,0.12504208,2.9945366,0.84009373,2.3558662,2.8432608,3.5831418,2.171718,0.23828132,1.4318298,1.9388721,0.24631374,1.3400367,1.6965845,1.069222,1.5858741,2.1638598,0.76258427,2.5429862,0.31117707,1.1077418,2.8482985,2.4361737,1.6227664,1.252902,1.3790283,1.1423364,1.7065643,1.4938207,2.427315,2.2048802,2.3414161,0.80899215,3.091677,2.0046177,2.8569822,2.176123,3.315912,0.13744271,0.12509316,2.2876105,1.925775,2.3523238,0.656377,1.1367067,1.6915838,0.18606067,0.89302224,2.0028372,0.77776825,2.373549,1.3637245,1.0246143,0.274177,1.7071012,2.655407,2.4038863,2.9991062,2.0543048,3.301981,1.7514397,2.6727521,3.4727633,0.82316613,2.4200888,1.254525,2.1391551,2.2033958,2.426534,1.2830938,0.75783855,1.1492294,0.0,1.7827468,2.0004673,3.397963,0.5760652,1.4967089,1.5563884,2.9966924,2.9253683,1.9874778,2.3771262,1.2885704,2.6230123,2.0467837,2.469002,0.19166873,2.0701358,3.6799831,1.2106867,1.5507853,2.019503,2.7892406
MESH:D009393,0.3498519,0.51711017,1.2623804,0.7334283,0.8231022,0.45989522,0.6147075,1.6577741,1.2118424,0.9426787,0.57318234,1.0605562,1.8004613,0.38901606,2.01817,0.35098916,0.15622163,1.5364752,0.44276074,0.08654328,0.7135849,0.1969761,0.3812191,1.0201815,0.7602955,1.4716129,0.6751044,1.0656021,0.65347534,0.16008,0.5299086,0.4037931,0.6404682,0.07635696,0.28901812,0.6446001,0.42216602,0.5587171,0.9738427,1.3089955,0.221999,1.074277,0.39340913,1.533215,1.9194367,1.9074125,0.5049072,0.1430968,0.56960934,1.1264384,0.6461452,0.09134584,1.5967897,0.8897417,0.22018518,1.0050519,0.5908551,0.41913667,0.75815636,1.5085895,0.07599984,0.8726981,0.6211682,1.2164098,0.27167532,1.5192919,0.03152404,0.890055,1.6900797,0.95961326,0.6373786,0.52825695,0.3564822,0.42070037,0.6438408,0.49966073,1.0249597,0.6335721,1.7827468,0.0,0.21786991,1.6152478,1.206695,0.2861378,0.22647657,1.2140108,1.1426791,0.20488729,0.59442186,0.49428666,0.84031886,0.26408717,0.6862935,1.9738129,0.28751454,1.8972669,0.5720765,0.23208387,0.23688447,1.006544
MESH:D006519,0.13210323,0.2993848,1.4801207,0.9511367,1.0408119,0.67762125,0.3969608,1.8755001,0.9941398,1.1603906,0.35542023,0.8428227,1.5827754,0.17131725,2.2358778,0.5686949,0.061810654,1.7541939,0.6604498,0.30391422,0.9312895,0.41464177,0.16339931,1.2379032,0.54258245,1.6893362,0.8927953,0.8478678,0.43578425,0.37777233,0.7476258,0.621468,0.85817873,0.29401678,0.50667316,0.42688584,0.20447963,0.34097397,1.1915627,1.091315,0.0046697673,0.8565435,0.1759677,1.315493,2.1371322,2.1251404,0.28724062,0.07487196,0.35192734,1.344155,0.8638605,0.3089679,1.8145115,1.1074951,0.0073913336,1.2227634,0.373096,0.6368101,0.97586477,1.726306,0.29342607,0.65500796,0.40345293,0.9986898,0.053838372,1.3015902,0.24911426,0.67232126,1.4723849,1.1773478,0.41967303,0.7459645,0.1387029,0.2029558,0.4261024,0.7174116,1.2426819,0.8512811,2.0004673,0.21786991,0.0,1.3975554,1.4244139,0.5037901,0.44413906,0.9963115,0.9249291,0.013009847,0.376703,0.71198136,0.62260616,0.04659669,0.46857053,2.1915483,0.070004284,1.6795679,0.78980595,0.44971466,0.019073946,0.78887194
MESH:D007674,1.2654706,1.0982782,2.8776047,2.348653,2.4383397,2.0751321,1.0006084,3.2730048,0.40350232,2.557907,1.0421425,0.55479497,0.18554443,1.2262754,3.6333048,1.9662122,1.4591587,3.1517053,2.0579715,1.7014575,2.3288188,1.8121558,1.2341901,2.6354165,0.85501176,3.0868485,2.2903273,0.5497329,0.96181077,1.7752692,2.14514,2.0189903,2.2557049,1.6914303,1.9042032,0.9706784,1.1931095,1.0565826,2.589085,0.30634964,1.3933952,0.54104114,1.2218626,0.08260665,3.5346022,3.522583,1.110365,1.4722456,1.0456556,2.7416794,2.2613754,1.7064261,3.2120264,2.5049539,1.3951905,2.6202917,1.024465,2.0343404,2.3733585,3.1238139,1.6909435,0.7425641,0.9941615,0.39898947,1.3437184,0.09659196,1.6465518,0.72526443,0.07583428,2.5748317,0.9778928,2.1434867,1.2588536,1.1946334,0.9714625,2.1148853,2.6402028,2.2488022,3.397963,1.6152478,1.3975554,0.0,2.8219187,1.9012927,1.8416581,0.40134752,0.47269434,1.4105489,1.0208839,2.1095035,0.7749922,1.3512183,0.92898756,3.5889633,1.3278661,0.28237808,2.1873045,1.8472232,1.378513,0.60875326
