,MESH:D005923,MESH:D009503,MESH:D016115,MESH:D018476,MESH:C567059,MESH:D010198,MESH:D007898,MESH:C574275,MESH:D001249,MESH:C535836,MESH:D020149,MESH:D009325,MESH:D001943,MESH:D006943,MESH:D013612,MESH:D014517,MESH:D001281,MESH:C537758,MESH:D010391,MESH:D002538,MESH:D058489,MESH:D012770,MESH:D009205,MESH:D018500,MESH:D009374,MESH:C567064,MESH:D007805,MESH:D006332,MESH:D007035,MESH:D009389,MESH:C535531,MESH:D009767,MESH:D000037,MESH:D001002,MESH:D007634,MESH:C535575,MESH:D010212,MESH:D018281,MESH:C566381,MESH:D000544,MESH:D016535,MESH:D005334,MESH:D004830,MESH:D009765,OMIM:613721,MESH:D046628,MESH:D012128,MESH:D005922,MESH:D001927,MESH:D054559,MESH:D001157,MESH:D012220,MESH:C535504,MESH:D066126,MESH:D001254,MESH:D016108,MESH:D006527,MESH:D052496,MESH:D019964,MESH:C566899,MESH:D008268,MESH:D020258,MESH:D000647,MESH:D010300,MESH:D012829,MESH:D006528,MESH:D012131,MESH:D013927,MESH:D008106,MESH:D058447,MESH:D001171,MESH:D001724,MESH:D018754,MESH:D006330,MESH:D020261,MESH:D004443,MESH:D016301,OMIM:168600,OMIM:256600,MESH:D009393,MESH:D006519,MESH:D007674,OMIM:606771,MESH:D003248,MESH:D055963,MESH:D009362,MESH:D002779,MESH:D010922,MESH:D006501,MESH:D001847,MESH:D006967,MESH:D016410,MESH:D009101,MESH:D055501,MESH:D014424,MESH:D056486,MESH:D018879,MESH:D020642,MESH:D060050,MESH:D019969
MESH:D058489,0.99998355,0.99998665,0.9998908,0.99998283,0.9999896,0.99998945,0.9999734,-0.9714198,0.9999519,0.9999837,0.99997336,0.9999704,0.9999367,0.9999752,-0.9945914,0.99999624,0.9999865,0.99948514,0.99998665,0.99999255,1.0000001,0.9999916,0.9999849,0.9999942,0.99996245,0.9998413,0.9999937,0.9999641,0.9999617,0.9999914,0.99999076,0.9999889,0.99999774,0.99996555,0.9999918,0.9999718,0.9999749,0.99997413,0.9999724,0.9999383,0.99998236,0.99996674,0.9999582,0.9999565,-0.99817383,-0.99886364,0.99996555,0.99998534,0.9999669,0.99996895,0.99998176,0.999978,0.99489886,0.99992126,0.9999808,0.9999838,0.9999763,0.99999696,0.9999512,0.9996006,0.9999945,0.99995863,0.99998283,0.9999598,0.99998295,0.99994904,0.9999774,0.9999683,0.99994445,0.99991626,0.9999676,0.9999936,0.999979,0.9999847,0.9999697,0.9999656,0.9999847,0.9999893,-0.9994871,0.9999746,0.9999834,0.9999522,0.9999448,0.99997556,0.9999965,0.99994534,0.999965,0.9999846,0.999974,0.999996,0.9999624,0.99997854,0.99996984,-0.99875027,0.9999663,0.99996215,0.99997616,0.9999779,0.99998116,0.99995005
MESH:D012770,0.9999955,0.9999921,0.9999237,0.9999956,0.9999791,0.9999986,0.9999887,-0.97158444,0.99997425,0.9999787,0.9999888,0.99998546,0.9999613,0.99999285,-0.99468374,0.99999607,0.999997,0.99941105,0.9999942,0.9999965,0.9999916,0.99999994,0.9999938,0.999992,0.999981,0.99979174,0.9999875,0.9999831,0.9999817,0.99999857,0.99999666,0.9999944,0.99999523,0.99998975,0.99999595,0.99998915,0.99999166,0.9999906,0.99995816,0.99996626,0.99999315,0.9999854,0.9999835,0.99997836,-0.9980898,-0.9987326,0.9999866,0.9999977,0.99998826,0.99994034,0.99997985,0.9999869,0.99463147,0.99995714,0.99998945,0.9999644,0.9999911,0.99999315,0.9999761,0.99956393,0.99999917,0.9999819,0.9999961,0.99998164,0.9999938,0.9999696,0.9999926,0.999984,0.99996454,0.9999477,0.9999876,0.9999993,0.9999928,0.9999937,0.9999872,0.9999884,0.99997187,0.9999962,-0.9994816,0.9999916,0.99999386,0.9999788,0.9999621,0.9999884,0.99999744,0.9999696,0.99998325,0.9999949,0.999989,0.99999243,0.99997973,0.99999475,0.9999881,-0.99864733,0.9999887,0.9999795,0.99999523,0.9999939,0.9999941,0.9999755
MESH:D009205,0.9999986,0.9999952,0.9999175,0.999993,0.9999616,0.99999183,0.99999595,-0.9718697,0.99998623,0.9999881,0.9999974,0.999994,0.99997437,0.9999953,-0.9947743,0.9999899,0.9999953,0.9994225,0.99999225,0.9999971,0.9999849,0.9999938,1.0000001,0.9999861,0.9999918,0.9997622,0.9999735,0.99999285,0.9999908,0.9999912,0.99998283,0.9999912,0.99998504,0.99998736,0.99999416,0.9999953,0.99999523,0.9999968,0.99993074,0.999978,0.9999988,0.99999416,0.99998254,0.99998856,-0.99809515,-0.99868554,0.99999106,0.9999959,0.9999925,0.9999221,0.99995893,0.99998915,0.99447715,0.99995375,0.99999106,0.9999457,0.9999978,0.999984,0.99998695,0.9995817,0.9999954,0.99998856,0.99999493,0.99998915,0.9999995,0.9999826,0.9999929,0.99999374,0.9999785,0.9999373,0.99999326,0.99999505,0.9999986,0.99999785,0.9999957,0.9999873,0.9999569,0.9999852,-0.99943614,0.9999885,0.99999964,0.9999845,0.9999565,0.99998945,0.9999917,0.99998343,0.99999475,0.99999964,0.9999941,0.99997884,0.99999076,0.9999957,0.99999475,-0.99862427,0.99999267,0.9999855,0.9999902,0.99999535,0.9999992,0.99998176
MESH:D018500,0.99998736,0.99998957,0.99992377,0.9999892,0.9999846,0.99999374,0.9999821,-0.97123593,0.9999629,0.99998474,0.9999801,0.9999799,0.99995315,0.999984,-0.9946869,0.999994,0.99998957,0.99946904,0.9999947,0.999993,0.9999942,0.999992,0.9999861,1.0,0.9999701,0.9998387,0.9999855,0.9999751,0.9999716,0.9999922,0.99998873,0.99999535,0.999993,0.99997246,0.9999963,0.9999786,0.9999821,0.99998176,0.9999632,0.9999541,0.99998736,0.9999764,0.9999716,0.9999691,-0.99805856,-0.99870586,0.9999765,0.9999872,0.9999755,0.99996257,0.99997634,0.999987,0.9948119,0.9999464,0.999989,0.99997646,0.99998325,0.999994,0.99996376,0.9996514,0.99999356,0.9999711,0.9999892,0.9999729,0.99998695,0.999962,0.99998325,0.9999776,0.9999583,0.99994105,0.9999779,0.99999505,0.99998486,0.99998873,0.9999775,0.9999748,0.99997765,0.99998724,-0.9994095,0.99998194,0.99998707,0.9999649,0.9999681,0.9999888,0.9999953,0.9999568,0.99997365,0.9999876,0.9999835,0.999988,0.99997276,0.9999828,0.9999787,-0.998589,0.9999725,0.99997145,0.99998355,0.9999797,0.9999854,0.9999667
MESH:D009374,0.9999939,0.99998796,0.99993265,0.9999793,0.9999267,0.99998075,0.99999607,-0.97235686,0.99999744,0.999977,0.99999726,0.99999636,0.999992,0.9999945,-0.99496084,0.9999754,0.9999866,0.9993368,0.9999796,0.99998206,0.99996245,0.999981,0.9999918,0.9999701,0.99999994,0.99969286,0.9999423,0.9999967,0.99999815,0.99997944,0.9999632,0.9999778,0.99996275,0.99998766,0.9999804,0.9999985,0.9999974,0.9999972,0.9998879,0.9999952,0.99999446,0.99999774,0.9999893,0.999995,-0.9981162,-0.9985734,0.9999972,0.99999005,0.99999774,0.9998776,0.9999275,0.99998677,0.9941277,0.9999738,0.99998736,0.999904,0.9999962,0.9999595,0.99998987,0.9995334,0.99998194,0.99999714,0.9999889,0.9999921,0.9999929,0.99999475,0.9999952,0.99999833,0.9999936,0.99993056,0.9999972,0.99998206,0.9999953,0.9999939,0.999999,0.99999166,0.99992424,0.9999638,-0.999421,0.9999909,0.9999925,0.99999636,0.99993926,0.9999818,0.9999767,0.9999977,0.9999984,0.99999154,0.9999943,0.99995416,0.9999984,0.9999949,0.99999815,-0.9984831,0.9999935,0.9999904,0.99998397,0.9999882,0.99999315,0.9999925
MESH:C567064,0.99975675,0.99977595,0.9997174,0.9997965,0.9998815,0.9997974,0.9997338,-0.9674375,0.99968237,0.99981475,0.9997305,0.9997244,0.9996531,0.99973536,-0.99333185,0.99981374,0.9997806,0.9997796,0.9997977,0.9998008,0.9998413,0.99979174,0.9997622,0.9998387,0.99969286,0.99999994,0.99984974,0.9997128,0.9997044,0.9997973,0.99981993,0.9997931,0.99984,0.9997323,0.9998017,0.99971944,0.9997267,0.9997301,0.9999017,0.9996494,0.9997504,0.99971443,0.9997102,0.9997009,-0.99790454,-0.998756,0.99970406,0.9997665,0.99970865,0.9999257,0.9998632,0.9997673,0.9964512,0.99966073,0.9997658,0.99990577,0.99973845,0.9998416,0.9997155,0.99971265,0.9997925,0.9996951,0.99976313,0.99971646,0.9997586,0.99968016,0.99973184,0.99971247,0.99966663,0.9997572,0.99971694,0.9998003,0.9997463,0.99975663,0.99971426,0.9997284,0.9998949,0.99982315,-0.9990299,0.9997403,0.9997613,0.99967384,0.99980956,0.999768,0.99980974,0.9996627,0.9997062,0.9997646,0.99973965,0.99983543,0.999702,0.9997366,0.99971867,-0.9988014,0.999712,0.99972034,0.9997686,0.9997521,0.9997547,0.9996862
MESH:D007805,0.9999714,0.9999703,0.9998705,0.9999812,0.9999927,0.9999828,0.99995726,-0.9711217,0.9999284,0.9999619,0.9999582,0.99995124,0.999908,0.99996364,-0.99455,0.99998635,0.9999764,0.99948394,0.9999791,0.9999845,0.9999937,0.9999875,0.9999735,0.9999855,0.9999423,0.99984974,1.0,0.99994606,0.9999411,0.99998415,0.9999928,0.9999832,0.99999475,0.999958,0.9999831,0.9999556,0.9999605,0.99995965,0.9999817,0.99991435,0.99996954,0.99994946,0.99994355,0.9999366,-0.9980444,-0.9988792,0.9999507,0.9999756,0.99995285,0.9999663,0.9999869,0.9999585,0.99502975,0.99990517,0.9999633,0.9999876,0.9999621,0.99999404,0.99994004,0.9995936,0.9999882,0.9999405,0.9999726,0.99994296,0.9999713,0.99992216,0.9999639,0.9999488,0.999915,0.9999144,0.9999517,0.99998784,0.99996614,0.9999695,0.9999533,0.99995357,0.999981,0.9999927,-0.99949265,0.9999603,0.9999721,0.9999347,0.9999492,0.999966,0.99998844,0.99992126,0.999948,0.9999743,0.9999574,0.9999974,0.9999399,0.99996823,0.9999536,-0.9987793,0.99995893,0.9999397,0.99997216,0.99997383,0.9999709,0.9999302
MESH:D006332,0.9999954,0.9999922,0.9999436,0.99998516,0.9999373,0.9999854,0.9999993,-0.972021,0.99999744,0.9999795,0.9999986,0.99999934,0.9999931,0.99999684,-0.9948323,0.9999777,0.9999911,0.9993466,0.9999876,0.99998677,0.9999641,0.9999831,0.99999285,0.9999751,0.9999967,0.9997128,0.99994606,1.0000001,0.999999,0.9999827,0.999967,0.99998343,0.9999664,0.999989,0.99998647,0.99999774,0.9999969,0.99999875,0.9998999,0.9999943,0.9999955,0.9999998,0.9999927,0.99999934,-0.99806446,-0.9985234,0.9999966,0.99999094,0.9999966,0.9998923,0.9999383,0.99999267,0.9942068,0.99997395,0.9999931,0.99991524,0.9999984,0.99996674,0.9999912,0.99956614,0.99998313,0.99999845,0.9999938,0.9999987,0.9999951,0.9999964,0.9999924,0.99999887,0.999994,0.99995136,0.9999991,0.9999839,0.99999744,0.99999523,0.9999983,0.9999913,0.999934,0.99996835,-0.9993873,0.99999124,0.9999949,0.9999955,0.99995524,0.999991,0.99997973,0.9999955,0.9999988,0.9999939,0.9999986,0.9999558,0.99999875,0.9999933,0.99999905,-0.9984679,0.99999136,0.99999493,0.9999878,0.999987,0.99999523,0.99999666
MESH:D007035,0.9999944,0.9999908,0.9999481,0.9999814,0.99993175,0.999984,0.99999744,-0.97209156,0.99999946,0.9999788,0.99999756,0.99999815,0.99999523,0.9999957,-0.99481386,0.9999772,0.99999017,0.99933976,0.9999828,0.99998355,0.9999617,0.9999817,0.9999908,0.9999716,0.99999815,0.9997044,0.9999411,0.999999,1.0000001,0.99998224,0.9999655,0.9999782,0.99996454,0.9999909,0.9999825,0.9999985,0.9999972,0.99999774,0.99989545,0.99999654,0.99999326,0.9999991,0.9999943,0.99999875,-0.99812835,-0.9985381,0.9999967,0.9999913,0.9999977,0.9998854,0.9999355,0.99999183,0.9941748,0.9999778,0.9999914,0.9999087,0.9999969,0.9999627,0.9999903,0.9995363,0.9999811,0.99999917,0.99999195,0.99999714,0.9999929,0.9999978,0.99999374,0.99999833,0.99999595,0.99994755,0.9999988,0.9999819,0.99999565,0.9999942,0.999998,0.9999939,0.99993217,0.999966,-0.99940485,0.99999344,0.9999925,0.99999726,0.9999454,0.9999853,0.99997795,0.9999981,0.99999774,0.9999914,0.9999972,0.99995387,0.99999934,0.99999374,0.999999,-0.9984805,0.99999124,0.9999964,0.9999871,0.9999862,0.9999931,0.99999684
MESH:D009389,0.99999464,0.99999434,0.99993193,0.999992,0.99998116,0.9999992,0.99998784,-0.9715192,0.9999751,0.99998116,0.99998707,0.99998575,0.99996394,0.9999912,-0.99457747,0.99999815,0.9999982,0.999407,0.99999356,0.999996,0.9999914,0.99999857,0.9999912,0.9999922,0.99997944,0.9997973,0.99998415,0.9999827,0.99998224,0.9999998,0.99999607,0.9999917,0.9999958,0.999989,0.99999535,0.9999881,0.9999903,0.99998885,0.99996203,0.9999664,0.9999907,0.99998456,0.9999854,0.9999791,-0.9981628,-0.9987401,0.99998456,0.99999756,0.9999867,0.9999469,0.9999833,0.9999909,0.99465096,0.9999576,0.9999926,0.9999663,0.9999895,0.9999941,0.9999712,0.9995507,0.9999975,0.99998176,0.99999636,0.9999825,0.9999915,0.99997205,0.99999154,0.9999832,0.9999674,0.9999514,0.999987,0.99999774,0.999991,0.99999344,0.99998486,0.99998826,0.99997777,0.9999942,-0.9994903,0.9999936,0.9999917,0.9999781,0.99995625,0.9999869,0.99999833,0.99996936,0.9999808,0.9999925,0.99998975,0.99999183,0.9999801,0.99999243,0.99998707,-0.99866086,0.9999835,0.9999841,0.99999386,0.99998903,0.99999136,0.9999767
MESH:C535531,0.9999856,0.9999826,0.999917,0.9999912,0.9999877,0.9999954,0.99997455,-0.9711986,0.9999557,0.9999683,0.99997467,0.9999701,0.99993974,0.99998134,-0.9945166,0.9999936,0.9999912,0.99943125,0.9999877,0.9999906,0.99999076,0.99999666,0.99998283,0.99998873,0.9999632,0.99981993,0.9999928,0.999967,0.9999655,0.99999607,1.0000001,0.9999878,0.999997,0.99998283,0.9999896,0.9999754,0.9999787,0.9999769,0.9999753,0.99994564,0.99998087,0.99996984,0.9999729,0.9999616,-0.99809337,-0.99877965,0.999972,0.99999106,0.9999749,0.9999521,0.999991,0.9999763,0.99482495,0.99994385,0.9999792,0.99997514,0.9999778,0.99999464,0.99996144,0.9995518,0.99999446,0.99996614,0.9999882,0.9999674,0.9999826,0.99994975,0.9999817,0.9999673,0.999943,0.9999476,0.99997354,0.99999505,0.9999807,0.99998224,0.99997145,0.9999793,0.9999812,0.9999988,-0.99949664,0.9999832,0.99998295,0.99996245,0.99995875,0.9999782,0.99999446,0.99994934,0.9999664,0.9999847,0.99997616,0.9999967,0.9999619,0.99998456,0.9999737,-0.9987077,0.9999767,0.9999662,0.99999094,0.99998605,0.99998295,0.9999591
MESH:D009767,0.999992,0.9999907,0.9999176,0.99999374,0.99997693,0.9999946,0.9999893,-0.97162235,0.99997044,0.9999776,0.99998766,0.9999867,0.9999613,0.9999917,-0.99483764,0.9999906,0.9999918,0.9994023,0.9999984,0.99999493,0.9999889,0.9999944,0.9999912,0.99999535,0.9999778,0.9997931,0.9999832,0.99998343,0.9999782,0.9999917,0.9999878,1.0,0.9999886,0.99997836,0.99999833,0.99998534,0.99998856,0.9999894,0.9999501,0.9999644,0.99999356,0.9999846,0.999978,0.9999779,-0.99796844,-0.9986599,0.99998516,0.99998987,0.99998343,0.9999435,0.9999693,0.99998736,0.99459577,0.999953,0.999991,0.9999646,0.99999034,0.9999913,0.99997246,0.9996329,0.99999547,0.9999796,0.9999942,0.99998134,0.9999929,0.9999688,0.99998784,0.99998516,0.9999649,0.9999453,0.99998564,0.99999636,0.9999913,0.9999925,0.99998564,0.9999789,0.99996275,0.9999876,-0.99942404,0.99998456,0.99999315,0.99997514,0.99997324,0.9999961,0.9999941,0.99996555,0.999983,0.9999934,0.99998945,0.9999843,0.99997944,0.999989,0.99998635,-0.9985392,0.9999829,0.99997497,0.9999879,0.9999868,0.99999225,0.9999757
MESH:D000037,0.9999855,0.9999871,0.9999063,0.9999877,0.99999243,0.999994,0.99997485,-0.9712174,0.99995464,0.99997985,0.9999746,0.9999712,0.9999388,0.9999783,-0.9944805,0.99999744,0.99999076,0.9994724,0.9999884,0.99999356,0.99999774,0.99999523,0.99998504,0.999993,0.99996275,0.99984,0.99999475,0.9999664,0.99996454,0.9999958,0.999997,0.9999886,1.0000001,0.9999751,0.9999922,0.999974,0.99997705,0.9999759,0.99997884,0.9999415,0.99998194,0.999969,0.99996614,0.9999601,-0.99816453,-0.99883336,0.9999681,0.99998945,0.9999708,0.99996686,0.9999909,0.99997985,0.9949065,0.99993086,0.999982,0.9999838,0.99997777,0.9999984,0.99995625,0.99957705,0.99999547,0.99996245,0.99998665,0.9999649,0.9999837,0.99995065,0.9999793,0.999968,0.9999447,0.9999349,0.9999709,0.99999547,0.9999807,0.9999846,0.9999706,0.9999728,0.9999888,0.9999959,-0.9994918,0.99997985,0.9999841,0.9999568,0.99995166,0.99997723,0.99999756,0.99994755,0.9999658,0.9999857,0.99997634,0.99999857,0.9999627,0.9999815,0.9999721,-0.99875546,0.9999706,0.9999667,0.9999842,0.9999818,0.9999829,0.9999549
MESH:D001002,0.99999255,0.99998444,0.9999532,0.9999898,0.9999472,0.9999904,0.9999897,-0.9716155,0.9999871,0.9999666,0.9999909,0.9999872,0.9999771,0.9999937,-0.99465716,0.9999804,0.99999285,0.99935573,0.9999828,0.99998426,0.99996555,0.99998975,0.99998736,0.99997246,0.99998766,0.9997323,0.999958,0.999989,0.9999909,0.999989,0.99998283,0.99997836,0.9999751,1.0000001,0.99998164,0.99999285,0.9999931,0.9999922,0.9999222,0.9999835,0.9999879,0.99999046,0.9999948,0.99998844,-0.9980805,-0.99857867,0.999992,0.9999948,0.9999953,0.9998941,0.9999587,0.9999833,0.99437076,0.9999797,0.9999838,0.9999235,0.9999909,0.9999702,0.9999891,0.99950665,0.9999854,0.99999183,0.99999267,0.99999034,0.9999892,0.99998116,0.9999926,0.99998635,0.99997586,0.9999641,0.99999326,0.99998695,0.9999914,0.99998814,0.99999017,0.99999857,0.9999464,0.99998367,-0.9994391,0.99999464,0.9999889,0.99999154,0.99995655,0.99998116,0.9999813,0.9999847,0.9999879,0.9999894,0.99998987,0.99996907,0.99998575,0.9999949,0.9999923,-0.9985523,0.9999941,0.9999872,0.99999774,0.9999931,0.999991,0.99998766
MESH:D007634,0.99999505,0.99999607,0.9999236,0.99999416,0.9999802,0.99999684,0.99999195,-0.97153187,0.9999754,0.9999856,0.99999017,0.9999897,0.99996567,0.99999255,-0.9946961,0.99999505,0.99999624,0.9994227,0.99999934,0.99999857,0.9999918,0.99999595,0.99999416,0.9999963,0.9999804,0.9998017,0.9999831,0.99998647,0.9999825,0.99999535,0.9999896,0.99999833,0.9999922,0.99998164,1.0,0.9999878,0.99999,0.9999913,0.9999549,0.99996704,0.99999475,0.9999875,0.99998087,0.99998206,-0.99805546,-0.9986842,0.99998534,0.9999935,0.99998504,0.99995035,0.9999751,0.9999926,0.9946374,0.99995166,0.9999951,0.99996805,0.9999928,0.9999945,0.9999742,0.99961936,0.9999969,0.9999819,0.9999964,0.9999852,0.99999523,0.99997413,0.9999886,0.9999873,0.99996984,0.99994946,0.99998784,0.9999975,0.99999374,0.99999547,0.9999874,0.99998134,0.99997187,0.9999895,-0.9994314,0.99998754,0.9999954,0.99997634,0.9999686,0.99999547,0.9999972,0.9999696,0.9999852,0.99999565,0.99999267,0.9999865,0.99998313,0.9999902,0.99998856,-0.99859613,0.9999828,0.9999821,0.9999896,0.99998736,0.9999942,0.9999781
MESH:C535575,0.999998,0.99999297,0.99993867,0.9999871,0.9999432,0.9999893,0.99999833,-0.9721313,0.9999962,0.99998033,0.99999875,0.99999785,0.99998957,0.9999982,-0.99486583,0.99998385,0.99999344,0.99935114,0.9999872,0.999989,0.9999718,0.99998915,0.9999953,0.9999786,0.9999985,0.99971944,0.9999556,0.99999774,0.9999985,0.9999881,0.9999754,0.99998534,0.999974,0.99999285,0.9999878,1.0,0.9999995,0.9999993,0.99990934,0.9999926,0.9999973,0.99999875,0.9999935,0.9999958,-0.9981146,-0.99860215,0.9999984,0.9999957,0.9999993,0.9998965,0.9999453,0.9999914,0.9942471,0.99997556,0.99999243,0.999922,0.9999986,0.99997145,0.99999017,0.99954057,0.9999891,0.99999785,0.99999523,0.99999475,0.99999654,0.9999934,0.99999785,0.99999845,0.9999911,0.9999433,0.9999992,0.99998933,0.9999983,0.99999744,0.9999996,0.9999954,0.9999403,0.99997544,-0.9994377,0.9999956,0.99999607,0.99999666,0.9999497,0.99998784,0.9999854,0.999995,0.9999982,0.9999956,0.9999974,0.99996626,0.9999978,0.999998,0.9999995,-0.9985199,0.9999954,0.9999931,0.9999912,0.99999225,0.9999966,0.9999938
MESH:D010212,0.9999984,0.9999934,0.9999388,0.99998915,0.9999484,0.99999183,0.99999815,-0.9721013,0.99999416,0.9999792,0.99999845,0.99999756,0.9999875,0.99999917,-0.99488646,0.99998605,0.99999434,0.9993477,0.9999897,0.9999901,0.9999749,0.99999166,0.99999523,0.9999821,0.9999974,0.9997267,0.9999605,0.9999969,0.9999972,0.9999903,0.9999787,0.99998856,0.99997705,0.9999931,0.99999,0.9999995,1.0,0.99999934,0.99991554,0.99999106,0.9999979,0.9999983,0.999994,0.9999945,-0.99809223,-0.9986076,0.9999989,0.9999963,0.99999917,0.99990225,0.9999497,0.999992,0.9942742,0.99997663,0.9999935,0.9999278,0.9999987,0.9999748,0.9999888,0.99954826,0.9999914,0.9999975,0.9999965,0.9999941,0.9999967,0.99999136,0.99999887,0.99999815,0.9999892,0.99994534,0.99999905,0.9999917,0.9999984,0.99999785,0.9999989,0.9999956,0.99994326,0.99997824,-0.9994436,0.9999966,0.9999964,0.99999624,0.9999538,0.9999902,0.9999876,0.9999926,0.9999972,0.99999595,0.99999756,0.99997014,0.99999666,0.999999,0.9999993,-0.99851114,0.9999957,0.999992,0.9999927,0.999993,0.9999969,0.9999934
MESH:D018281,0.9999987,0.9999943,0.9999377,0.9999907,0.99994856,0.9999912,0.9999996,-0.9720094,0.9999947,0.9999815,0.9999997,0.9999988,0.9999879,0.9999995,-0.99485826,0.99998456,0.99999464,0.99936277,0.9999915,0.99999183,0.99997413,0.9999906,0.9999968,0.99998176,0.9999972,0.9997301,0.99995965,0.99999875,0.99999774,0.99998885,0.9999769,0.9999894,0.9999759,0.9999922,0.9999913,0.9999993,0.99999934,1.0000001,0.99991435,0.99999076,0.99999875,0.9999994,0.9999927,0.99999654,-0.99806327,-0.9985854,0.99999815,0.99999535,0.9999984,0.9999035,0.99994886,0.99999255,0.99429166,0.99997306,0.99999386,0.99992836,1.0,0.99997514,0.9999914,0.99956757,0.9999905,0.9999975,0.9999968,0.9999963,0.99999833,0.99999225,0.9999967,0.99999875,0.9999894,0.9999486,0.9999994,0.9999911,0.9999996,0.99999815,0.9999995,0.9999937,0.9999432,0.99997795,-0.9994184,0.9999941,0.99999815,0.99999505,0.99995875,0.99999255,0.9999867,0.9999929,0.9999988,0.99999756,0.9999988,0.99996805,0.9999974,0.9999978,0.99999976,-0.99851096,0.9999955,0.9999923,0.9999924,0.99999326,0.99999857,0.9999937
MESH:C566381,0.99993265,0.99994063,0.9998593,0.9999484,0.99999416,0.999959,0.99991405,-0.9701431,0.9998793,0.9999327,0.99991137,0.9999079,0.99985844,0.9999215,-0.994014,0.999966,0.99994916,0.99950635,0.99995106,0.9999545,0.9999724,0.99995816,0.99993074,0.9999632,0.9998879,0.9999017,0.9999817,0.9998999,0.99989545,0.99996203,0.9999753,0.9999501,0.99997884,0.9999222,0.9999549,0.99990934,0.99991554,0.99991435,0.9999999,0.9998597,0.9999245,0.9999029,0.9999093,0.99989235,-0.9981275,-0.998907,0.9999015,0.9999426,0.99990547,0.99998623,0.99999326,0.99993235,0.99541414,0.9998627,0.999935,0.9999943,0.99991804,0.9999799,0.9998861,0.9995673,0.99995637,0.9998939,0.9999409,0.99990374,0.9999289,0.99987537,0.9999208,0.99989986,0.99986565,0.99990934,0.9999073,0.999957,0.999923,0.99993044,0.99990267,0.99991536,0.99999046,0.9999721,-0.9994731,0.9999283,0.99992996,0.99988455,0.9999222,0.99993175,0.999965,0.9998657,0.999895,0.99993324,0.99991953,0.9999804,0.9998917,0.9999242,0.9999076,-0.99885404,0.9999061,0.99990785,0.99994075,0.999928,0.99992764,0.9998871
MESH:D000544,0.9999838,0.99997765,0.99995023,0.99996716,0.9999022,0.9999699,0.9999906,-0.9723813,0.999998,0.9999608,0.99999005,0.99999225,0.9999982,0.999989,-0.994969,0.9999586,0.99997663,0.9992658,0.9999691,0.9999664,0.9999383,0.99996626,0.999978,0.9999541,0.9999952,0.9996494,0.99991435,0.9999943,0.99999654,0.9999664,0.99994564,0.9999644,0.9999415,0.9999835,0.99996704,0.9999926,0.99999106,0.99999076,0.9998597,1.0000001,0.9999836,0.99999404,0.99999183,0.9999958,-0.9980732,-0.99842954,0.99999416,0.99997914,0.9999936,0.99984777,0.99990755,0.999982,0.99392444,0.9999848,0.9999815,0.99987423,0.99998873,0.9999393,0.9999859,0.99951,0.99996525,0.99999744,0.99998146,0.9999927,0.9999815,0.99999726,0.99998736,0.9999938,0.9999969,0.99994004,0.9999945,0.99996626,0.9999865,0.9999838,0.99999285,0.9999888,0.9999007,0.9999454,-0.9993761,0.9999866,0.9999807,0.99999785,0.9999341,0.9999762,0.99996006,0.9999985,0.999993,0.9999791,0.99999,0.9999298,0.9999962,0.99998564,0.9999937,-0.9983497,0.99998534,0.9999905,0.9999767,0.99997455,0.9999823,0.9999972
MESH:D016535,0.99999905,0.99999523,0.99992454,0.9999925,0.9999577,0.9999922,0.99999815,-0.9719936,0.9999892,0.9999851,0.99999857,0.9999967,0.9999803,0.99999803,-0.99487984,0.99998844,0.99999464,0.99939054,0.99999386,0.9999953,0.99998236,0.99999315,0.9999988,0.99998736,0.99999446,0.9997504,0.99996954,0.9999955,0.99999326,0.9999907,0.99998087,0.99999356,0.99998194,0.9999879,0.99999475,0.9999973,0.9999979,0.99999875,0.9999245,0.9999836,0.99999994,0.9999966,0.9999866,0.99999136,-0.9980593,-0.99864215,0.9999953,0.99999565,0.9999953,0.9999167,0.999954,0.9999913,0.99438965,0.9999633,0.99999356,0.9999406,0.9999991,0.9999816,0.9999876,0.9995884,0.9999946,0.99999267,0.9999963,0.9999918,0.99999946,0.9999863,0.99999577,0.9999969,0.9999836,0.9999399,0.99999636,0.9999948,0.9999992,0.9999989,0.9999978,0.9999893,0.9999502,0.9999818,-0.999429,0.9999911,0.99999934,0.9999894,0.9999599,0.999993,0.99999094,0.9999869,0.9999969,0.9999991,0.9999967,0.9999754,0.9999941,0.99999726,0.99999744,-0.99855065,0.999994,0.9999874,0.9999907,0.99999404,0.9999992,0.99998736
