,MESH:D005923,MESH:D009503,MESH:D016115,MESH:D018476,MESH:C567059,MESH:D010198,MESH:D007898,MESH:C574275,MESH:D001249,MESH:C535836,MESH:D020149,MESH:D009325,MESH:D001943,MESH:D006943,MESH:D013612,MESH:D014517,MESH:D001281,MESH:C537758,MESH:D010391,MESH:D002538,MESH:D058489,MESH:D012770,MESH:D009205,MESH:D018500,MESH:D009374,MESH:C567064,MESH:D007805,MESH:D006332,MESH:D007035,MESH:D009389,MESH:C535531,MESH:D009767,MESH:D000037,MESH:D001002,MESH:D007634,MESH:C535575,MESH:D010212,MESH:D018281,MESH:C566381,MESH:D000544,MESH:D016535,MESH:D005334,MESH:D004830,MESH:D009765,OMIM:613721,MESH:D046628,MESH:D012128,MESH:D005922,MESH:D001927,MESH:D054559,MESH:D001157,MESH:D012220,MESH:C535504,MESH:D066126,MESH:D001254,MESH:D016108,MESH:D006527,MESH:D052496,MESH:D019964,MESH:C566899,MESH:D008268,MESH:D020258,MESH:D000647,MESH:D010300,MESH:D012829,MESH:D006528,MESH:D012131,MESH:D013927,MESH:D008106,MESH:D058447,MESH:D001171,MESH:D001724,MESH:D018754,MESH:D006330,MESH:D020261,MESH:D004443,MESH:D016301,OMIM:168600,OMIM:256600,MESH:D009393,MESH:D006519,MESH:D007674,OMIM:606771,MESH:D003248,MESH:D055963,MESH:D009362,MESH:D002779,MESH:D010922,MESH:D006501,MESH:D001847,MESH:D006967,MESH:D016410,MESH:D009101,MESH:D055501,MESH:D014424,MESH:D056486,MESH:D018879,MESH:D020642,MESH:D060050,MESH:D019969
MESH:D005334,0.9999966,0.9999927,0.9999418,0.99998635,0.9999395,0.9999869,0.9999994,-0.9720599,0.9999974,0.9999799,0.9999992,0.99999917,0.99999225,0.9999978,-0.99484736,0.9999797,0.9999922,0.9993476,0.99998796,0.999988,0.99996674,0.9999854,0.99999416,0.9999764,0.99999774,0.99971443,0.99994946,0.9999998,0.9999991,0.99998456,0.99996984,0.9999846,0.999969,0.99999046,0.9999875,0.99999875,0.9999983,0.9999994,0.9999029,0.99999404,0.9999966,1.0,0.9999933,0.9999987,-0.9980744,-0.9985465,0.99999774,0.9999927,0.99999785,0.9998936,0.99994075,0.99999243,0.9942167,0.99997455,0.9999932,0.99991775,0.99999917,0.99996847,0.9999916,0.9995594,0.9999854,0.9999985,0.99999464,0.9999978,0.99999624,0.9999958,0.9999943,0.9999993,0.9999933,0.99994946,0.9999996,0.9999859,0.99999815,0.99999624,0.9999992,0.9999926,0.9999357,0.999971,-0.9994026,0.99999267,0.9999958,0.9999963,0.99995434,0.99999064,0.9999818,0.99999577,0.99999917,0.99999493,0.99999857,0.99995935,0.999999,0.99999523,0.9999997,-0.9984835,0.99999326,0.9999945,0.9999891,0.99998933,0.9999963,0.99999595
MESH:D004830,0.99999034,0.9999861,0.9999648,0.99998206,0.9999387,0.99998796,0.9999919,-0.9718409,0.9999921,0.9999647,0.99999017,0.999992,0.9999895,0.9999944,-0.99473786,0.9999771,0.9999903,0.99929535,0.99998313,0.9999794,0.9999582,0.9999835,0.99998254,0.9999716,0.9999893,0.9997102,0.99994355,0.9999927,0.9999943,0.9999854,0.9999729,0.999978,0.99996614,0.9999948,0.99998087,0.9999935,0.999994,0.9999927,0.9999093,0.99999183,0.9999866,0.9999933,1.0,0.9999938,-0.9980875,-0.9985054,0.9999948,0.9999908,0.9999953,0.999889,0.9999478,0.99999017,0.9942096,0.99998903,0.99999,0.9999135,0.999991,0.9999645,0.99998325,0.9995128,0.9999798,0.99999684,0.9999932,0.999995,0.99998623,0.9999904,0.99999267,0.99999064,0.9999876,0.9999669,0.99999595,0.99998134,0.99999,0.99998873,0.99999094,0.9999967,0.9999366,0.99997085,-0.9994241,0.999997,0.9999856,0.99999636,0.9999531,0.99998564,0.99997795,0.99998933,0.9999887,0.9999849,0.99999404,0.9999574,0.99999154,0.9999917,0.99999434,-0.99843884,0.9999879,0.9999939,0.9999921,0.99998254,0.9999871,0.9999969
MESH:D009765,0.9999924,0.99998957,0.9999506,0.99998105,0.99993,0.99998176,0.9999975,-0.9719851,0.9999981,0.9999756,0.99999654,0.999998,0.9999953,0.99999464,-0.99478585,0.9999729,0.9999886,0.9993297,0.9999839,0.9999822,0.9999565,0.99997836,0.99998856,0.9999691,0.999995,0.9997009,0.9999366,0.99999934,0.99999875,0.9999791,0.9999616,0.9999779,0.9999601,0.99998844,0.99998206,0.9999958,0.9999945,0.99999654,0.99989235,0.9999958,0.99999136,0.9999987,0.9999938,1.0,-0.99807215,-0.9984827,0.99999493,0.99998784,0.9999952,0.99988425,0.9999334,0.9999917,0.9941569,0.9999764,0.9999915,0.99990624,0.999996,0.9999606,0.99998975,0.9995534,0.9999775,0.9999984,0.9999914,0.9999994,0.9999917,0.99999774,0.9999893,0.9999974,0.99999505,0.9999558,0.9999981,0.99997866,0.9999945,0.99999195,0.9999962,0.99999017,0.9999286,0.9999628,-0.9993743,0.99999,0.9999911,0.9999956,0.99995214,0.9999883,0.99997455,0.99999595,0.99999684,0.99998987,0.99999744,0.9999481,0.99999815,0.9999899,0.99999756,-0.9984432,0.99998826,0.9999963,0.9999853,0.9999825,0.9999918,0.99999785
OMIM:613721,-0.9981105,-0.9981877,-0.9979927,-0.99795353,-0.99809927,-0.99809676,-0.99806947,0.97277796,-0.99813914,-0.99823827,-0.9980703,-0.99809796,-0.9981273,-0.99803406,0.9900849,-0.9982188,-0.9981407,-0.99760294,-0.9979971,-0.99810314,-0.99817383,-0.9980898,-0.99809515,-0.99805856,-0.9981162,-0.99790454,-0.9980444,-0.99806446,-0.99812835,-0.9981628,-0.99809337,-0.99796844,-0.99816453,-0.9980805,-0.99805546,-0.9981146,-0.99809223,-0.99806327,-0.9981275,-0.9980732,-0.9980593,-0.9980744,-0.9980875,-0.99807215,0.99999994,0.998663,-0.9980393,-0.9981525,-0.9980768,-0.9981674,-0.9981485,-0.998175,-0.9929838,-0.9979518,-0.99814516,-0.99809116,-0.9980692,-0.998119,-0.99793464,-0.9966695,-0.9981094,-0.99807006,-0.9980844,-0.99805063,-0.99806976,-0.9981506,-0.9981195,-0.99808604,-0.9981649,-0.9978321,-0.9980687,-0.9980809,-0.9980708,-0.99813473,-0.99807066,-0.9981016,-0.99825746,-0.9980522,0.99866533,-0.9981669,-0.9980653,-0.9980624,-0.99761254,-0.9979294,-0.9981624,-0.9981206,-0.9980487,-0.9980662,-0.99809057,-0.99814945,-0.99812067,-0.9980878,-0.99807876,0.9986326,-0.9979927,-0.9982134,-0.998024,-0.9980191,-0.9980506,-0.9980478
MESH:D046628,-0.9986578,-0.99868834,-0.99818605,-0.998618,-0.9988507,-0.9986862,-0.9985719,0.9726961,-0.9985043,-0.9987147,-0.99858814,-0.9985643,-0.9984265,-0.9985813,0.9923636,-0.99879956,-0.9986768,-0.99844795,-0.9986237,-0.99872166,-0.99886364,-0.9987326,-0.99868554,-0.99870586,-0.9985734,-0.998756,-0.9988792,-0.9985234,-0.9985381,-0.9987401,-0.99877965,-0.9986599,-0.99883336,-0.99857867,-0.9986842,-0.99860215,-0.9986076,-0.9985854,-0.998907,-0.99842954,-0.99864215,-0.9985465,-0.9985054,-0.9984827,0.998663,1.0,-0.9985466,-0.99869543,-0.99857074,-0.99889284,-0.99882746,-0.99860966,-0.9953008,-0.99832624,-0.9986228,-0.9988953,-0.9985979,-0.99880505,-0.9984562,-0.9977389,-0.9987615,-0.9985049,-0.9986327,-0.9984853,-0.99864733,-0.9984835,-0.9986478,-0.9985634,-0.99847895,-0.9982751,-0.9985457,-0.9987295,-0.9986182,-0.9986688,-0.99857986,-0.9985661,-0.9988659,-0.9987584,0.9994017,-0.9986263,-0.998649,-0.9984953,-0.99835503,-0.99853384,-0.9987795,-0.9984881,-0.998551,-0.998661,-0.9985702,-0.99888366,-0.9985413,-0.9986495,-0.99856704,0.99956614,-0.9985852,-0.9985574,-0.9985999,-0.9986609,-0.99863493,-0.9984419
MESH:D012128,0.9999952,0.9999884,0.9999423,0.99998575,0.99993706,0.9999876,0.99999684,-0.972199,0.9999945,0.9999712,0.99999666,0.9999963,0.99998987,0.99999845,-0.99497294,0.9999786,0.99998975,0.9993146,0.9999862,0.9999844,0.99996555,0.9999866,0.99999106,0.9999765,0.9999972,0.99970406,0.9999507,0.9999966,0.9999967,0.99998456,0.999972,0.99998516,0.9999681,0.999992,0.99998534,0.9999984,0.9999989,0.99999815,0.9999015,0.99999416,0.9999953,0.99999774,0.9999948,0.99999493,-0.9980393,-0.9985466,1.0,0.99999243,0.99999934,0.99988633,0.9999389,0.99998873,0.9941643,0.9999827,0.99999034,0.99991417,0.9999967,0.9999662,0.99998957,0.9995446,0.999986,0.9999986,0.99999404,0.99999404,0.99999344,0.9999922,0.9999976,0.9999975,0.99999034,0.9999463,0.99999905,0.9999867,0.9999961,0.99999446,0.9999984,0.9999951,0.99992967,0.99997145,-0.9994253,0.99999464,0.999993,0.99999833,0.99995416,0.9999892,0.999981,0.99999386,0.99999696,0.9999924,0.9999962,0.99996096,0.9999966,0.99999714,0.9999986,-0.99844044,0.99999547,0.9999899,0.9999908,0.9999902,0.9999942,0.9999956
MESH:D005922,0.9999986,0.99999547,0.999936,0.99999315,0.99996716,0.99999726,0.99999404,-0.9717479,0.9999863,0.9999828,0.9999945,0.9999922,0.99997556,0.9999962,-0.9946737,0.9999945,0.99999887,0.99939376,0.9999919,0.9999955,0.99998534,0.9999977,0.9999959,0.9999872,0.99999005,0.9997665,0.9999756,0.99999094,0.9999913,0.99999756,0.99999106,0.99998987,0.99998945,0.9999948,0.9999935,0.9999957,0.9999963,0.99999535,0.9999426,0.99997914,0.99999565,0.9999927,0.9999908,0.99998784,-0.9981525,-0.99869543,0.99999243,0.99999976,0.99999475,0.9999259,0.9999709,0.99999183,0.9944977,0.99996656,0.9999931,0.9999493,0.99999565,0.9999867,0.9999832,0.9995392,0.99999666,0.9999906,0.99999785,0.99998945,0.99999624,0.999982,0.99999666,0.99999124,0.999978,0.99995035,0.99999416,0.9999968,0.99999654,0.999997,0.9999932,0.9999945,0.999965,0.9999904,-0.99947536,0.99999654,0.9999961,0.9999879,0.9999545,0.9999876,0.999995,0.9999826,0.99999046,0.9999966,0.9999944,0.9999846,0.9999891,0.9999979,0.9999946,-0.99862856,0.9999925,0.99998957,0.9999963,0.99999475,0.99999636,0.9999849
MESH:D001927,0.99999636,0.99998945,0.99994344,0.99998707,0.99993896,0.9999885,0.99999666,-0.97211796,0.9999954,0.9999733,0.9999973,0.9999958,0.999989,0.99999833,-0.9948926,0.99998057,0.99999183,0.9993309,0.9999854,0.9999859,0.9999669,0.99998826,0.9999925,0.9999755,0.99999774,0.99970865,0.99995285,0.9999966,0.9999977,0.9999867,0.9999749,0.99998343,0.9999708,0.9999953,0.99998504,0.9999993,0.99999917,0.9999984,0.99990547,0.9999936,0.9999953,0.99999785,0.9999953,0.9999952,-0.9980768,-0.99857074,0.99999934,0.99999475,1.0000001,0.99988765,0.99994326,0.9999886,0.9942053,0.99998146,0.9999896,0.9999159,0.9999971,0.99996763,0.9999915,0.9995295,0.99998707,0.99999845,0.9999944,0.9999944,0.9999944,0.9999919,0.9999979,0.9999968,0.9999894,0.99994767,0.9999991,0.9999877,0.9999969,0.9999948,0.99999845,0.9999974,0.99993455,0.999975,-0.9994356,0.99999595,0.9999939,0.9999982,0.9999519,0.99998677,0.99998206,0.9999947,0.99999714,0.9999935,0.9999959,0.9999639,0.9999962,0.9999983,0.99999905,-0.99848837,0.99999696,0.9999914,0.9999931,0.9999928,0.99999523,0.99999464
MESH:D054559,0.99992096,0.9999385,0.99984163,0.99993163,0.99998695,0.99994415,0.99990714,-0.97009337,0.9998701,0.99994373,0.999902,0.9999034,0.9998537,0.99990714,-0.9940112,0.9999581,0.9999362,0.9995611,0.9999453,0.9999476,0.99996895,0.99994034,0.9999221,0.99996257,0.9998776,0.9999257,0.9999663,0.9998923,0.9998854,0.9999469,0.9999521,0.9999435,0.99996686,0.9998941,0.99995035,0.9998965,0.99990225,0.9999035,0.99998623,0.99984777,0.9999167,0.9998936,0.999889,0.99988425,-0.9981674,-0.99889284,0.99988633,0.9999259,0.99988765,1.0,0.99997383,0.9999319,0.9954949,0.9998361,0.9999332,0.99999404,0.99990904,0.9999725,0.99986863,0.99964935,0.9999435,0.9998802,0.9999281,0.99989396,0.9999204,0.99987215,0.9999046,0.99989414,0.9998645,0.99988425,0.999895,0.99994427,0.999913,0.9999241,0.9998923,0.99989146,0.99998635,0.99994874,-0.99939287,0.9999107,0.9999216,0.99986625,0.9999103,0.9999269,0.99995655,0.9998548,0.99988616,0.9999235,0.9999126,0.99996346,0.99988675,0.9999058,0.99989635,-0.99881977,0.9998823,0.99990124,0.9999162,0.9999052,0.9999162,0.9998755
MESH:D001157,0.99996233,0.9999666,0.99990076,0.9999727,0.999995,0.9999812,0.99994826,-0.97052985,0.99992317,0.99995404,0.99994624,0.99994314,0.9999052,0.9999544,-0.99412346,0.99998325,0.9999758,0.99946666,0.9999727,0.99997604,0.99998176,0.99997985,0.99995893,0.99997634,0.9999275,0.9998632,0.9999869,0.9999383,0.9999355,0.9999833,0.999991,0.9999693,0.9999909,0.9999587,0.9999751,0.9999453,0.9999497,0.99994886,0.99999326,0.99990755,0.999954,0.99994075,0.9999478,0.9999334,-0.9981485,-0.99882746,0.9999389,0.9999709,0.99994326,0.99997383,1.0,0.9999608,0.9951286,0.9999073,0.9999621,0.99998724,0.9999513,0.99999076,0.9999271,0.9995462,0.9999767,0.9999346,0.99996924,0.99994284,0.9999586,0.9999187,0.9999523,0.9999363,0.99990964,0.9999433,0.9999447,0.9999773,0.9999549,0.9999592,0.9999393,0.99995184,0.9999934,0.9999891,-0.9994856,0.99996036,0.9999591,0.9999274,0.9999432,0.9999583,0.99998254,0.9999118,0.9999335,0.99996173,0.9999527,0.99998987,0.99993056,0.99995637,0.99994427,-0.9988031,0.99994254,0.9999456,0.9999704,0.99995846,0.9999581,0.99992913
MESH:D012220,0.9999935,0.9999978,0.9999481,0.9999832,0.99996126,0.99999195,0.9999946,-0.9716965,0.99998826,0.99998707,0.99999154,0.99999535,0.99998486,0.99999213,-0.994629,0.99999,0.9999947,0.99937713,0.9999924,0.9999908,0.999978,0.9999869,0.99998915,0.999987,0.99998677,0.9997673,0.9999585,0.99999267,0.99999183,0.9999909,0.9999763,0.99998736,0.99997985,0.9999833,0.9999926,0.9999914,0.999992,0.99999255,0.99993235,0.999982,0.9999913,0.99999243,0.99999017,0.9999917,-0.998175,-0.99860966,0.99998873,0.99999183,0.9999886,0.9999319,0.9999608,0.9999999,0.9944449,0.9999659,0.9999995,0.9999446,0.9999933,0.9999814,0.9999742,0.9995782,0.99998724,0.9999903,0.99999565,0.999993,0.9999913,0.9999899,0.9999897,0.99999243,0.9999876,0.9999549,0.9999928,0.9999881,0.99999225,0.99999535,0.99998975,0.9999863,0.99996126,0.9999743,-0.99941903,0.9999934,0.9999912,0.99998546,0.9999529,0.9999915,0.9999898,0.99998254,0.999988,0.99999046,0.999997,0.99996924,0.9999924,0.9999881,0.9999925,-0.9985342,0.9999782,0.999996,0.99998546,0.99997807,0.9999899,0.99999017
MESH:C535504,0.99442995,0.9945105,0.99436927,0.99465734,0.99517965,0.99463195,0.9943,-0.9465274,0.9940804,0.99472994,0.9943024,0.99424785,0.99393034,0.9943148,-0.98271567,0.9947306,0.9945571,0.9969161,0.9946125,0.99466324,0.99489886,0.99463147,0.99447715,0.9948119,0.9941277,0.9964512,0.99502975,0.9942068,0.9941748,0.99465096,0.99482495,0.99459577,0.9949065,0.99437076,0.9946374,0.9942471,0.9942742,0.99429166,0.99541414,0.99392444,0.99438965,0.9942167,0.9942096,0.9941569,-0.9929838,-0.9953008,0.9941643,0.9944977,0.9942053,0.9954949,0.9951286,0.9944449,0.99999994,0.9940076,0.9944353,0.99535507,0.99433285,0.9949027,0.99428934,0.995489,0.9946287,0.9941245,0.9944516,0.9942324,0.99444366,0.99405354,0.9943043,0.99419385,0.993986,0.9945902,0.9942251,0.994656,0.99437666,0.99441266,0.9942206,0.9943177,0.99527097,0.9948534,-0.9933953,0.9943466,0.9944575,0.9940378,0.9947748,0.9944549,0.99470556,0.9940002,0.99418974,0.9944809,0.9943192,0.99492735,0.99414676,0.9943477,0.99423575,-0.99613124,0.9942648,0.9942539,0.99452305,0.99447376,0.99443144,0.9940742
MESH:D066126,0.9999662,0.99995583,0.99997485,0.9999591,0.99989593,0.9999639,0.9999707,-0.9718328,0.9999774,0.9999309,0.9999687,0.9999711,0.9999796,0.9999769,-0.9949505,0.9999448,0.9999629,0.99922913,0.9999572,0.99994653,0.99992126,0.99995714,0.99995375,0.9999464,0.9999738,0.99966073,0.99990517,0.99997395,0.9999778,0.9999576,0.99994385,0.999953,0.99993086,0.9999797,0.99995166,0.99997556,0.99997663,0.99997306,0.9998627,0.9999848,0.9999633,0.99997455,0.99998903,0.9999764,-0.9979518,-0.99832624,0.9999827,0.99996656,0.99998146,0.9998361,0.9999073,0.9999659,0.9940076,1.0000001,0.9999654,0.9998656,0.9999689,0.9999267,0.9999715,0.99950033,0.9999509,0.99998426,0.9999696,0.9999763,0.99996006,0.9999751,0.99997723,0.9999722,0.9999743,0.9999565,0.99997973,0.9999551,0.999967,0.99996346,0.9999729,0.9999859,0.9998915,0.9999406,-0.9993451,0.9999811,0.99995905,0.99998754,0.99994236,0.99996483,0.9999465,0.99997735,0.9999699,0.9999581,0.99997294,0.9999213,0.99997437,0.9999734,0.9999765,-0.99821913,0.9999729,0.9999724,0.999975,0.9999611,0.9999624,0.9999867
MESH:D001254,0.999995,0.9999983,0.99994236,0.99998564,0.99996394,0.9999936,0.9999955,-0.9717845,0.9999874,0.99998593,0.9999926,0.999996,0.99998355,0.99999416,-0.99469185,0.9999914,0.9999955,0.9993693,0.9999946,0.9999927,0.9999808,0.99998945,0.99999106,0.999989,0.99998736,0.9997658,0.9999633,0.9999931,0.9999914,0.9999926,0.9999792,0.999991,0.999982,0.9999838,0.9999951,0.99999243,0.9999935,0.99999386,0.999935,0.9999815,0.99999356,0.9999932,0.99999,0.9999915,-0.99814516,-0.9986228,0.99999034,0.9999931,0.9999896,0.9999332,0.9999621,0.9999995,0.9944353,0.9999654,1.0,0.99994755,0.99999464,0.999984,0.99997485,0.999582,0.9999902,0.9999908,0.9999971,0.99999267,0.9999932,0.9999887,0.9999913,0.9999935,0.9999863,0.99995273,0.99999356,0.9999907,0.9999939,0.99999666,0.9999911,0.99998635,0.99996084,0.9999769,-0.9994306,0.9999935,0.999993,0.9999861,0.9999556,0.9999937,0.99999213,0.9999819,0.9999892,0.99999225,0.99999774,0.9999728,0.9999924,0.9999901,0.9999933,-0.99853164,0.9999808,0.9999945,0.9999868,0.99998087,0.99999183,0.9999899
MESH:D016108,0.99994403,0.99995345,0.99985504,0.9999572,0.9999973,0.99996454,0.9999293,-0.97041696,0.9998935,0.99995196,0.9999266,0.999924,0.99987435,0.99993294,-0.99421436,0.9999733,0.99995613,0.99953586,0.99996376,0.9999664,0.9999838,0.9999644,0.9999457,0.99997646,0.999904,0.99990577,0.9999876,0.99991524,0.9999087,0.9999663,0.99997514,0.9999646,0.9999838,0.9999235,0.99996805,0.999922,0.9999278,0.99992836,0.9999943,0.99987423,0.9999406,0.99991775,0.9999135,0.99990624,-0.99809116,-0.9988953,0.99991417,0.9999493,0.9999159,0.99999404,0.99998724,0.9999446,0.99535507,0.9998656,0.99994755,0.99999976,0.9999328,0.99998724,0.99989986,0.9996347,0.999966,0.9999058,0.9999496,0.9999158,0.99994385,0.9998916,0.9999306,0.99991727,0.9998834,0.999903,0.9999199,0.9999667,0.99993706,0.9999447,0.9999186,0.99991924,0.9999905,0.9999734,-0.99943876,0.99993306,0.99994504,0.999895,0.99993396,0.99994695,0.99997383,0.999881,0.9999123,0.99994737,0.9999329,0.99998367,0.99990845,0.9999337,0.9999212,-0.9988143,0.9999165,0.9999174,0.99994355,0.99993706,0.99994147,0.9998986
MESH:D006527,0.9999989,0.9999955,0.9999352,0.99999154,0.9999519,0.99999136,0.99999964,-0.9719535,0.9999937,0.99998397,0.9999998,0.9999986,0.99998623,0.9999988,-0.9948248,0.9999859,0.99999535,0.9993766,0.9999927,0.9999937,0.9999763,0.9999911,0.9999978,0.99998325,0.9999962,0.99973845,0.9999621,0.9999984,0.9999969,0.9999895,0.9999778,0.99999034,0.99997777,0.9999909,0.9999928,0.9999986,0.9999987,1.0,0.99991804,0.99998873,0.9999991,0.99999917,0.999991,0.999996,-0.9980692,-0.9985979,0.9999967,0.99999565,0.9999971,0.99990904,0.9999513,0.9999933,0.99433285,0.9999689,0.99999464,0.9999328,1.0000001,0.9999776,0.9999907,0.99957556,0.9999915,0.99999607,0.999997,0.9999961,0.9999992,0.9999915,0.99999547,0.9999985,0.9999883,0.99994826,0.9999987,0.9999919,0.9999999,0.9999986,0.9999989,0.999992,0.99994695,0.99997926,-0.9994159,0.999993,0.9999989,0.999993,0.99995965,0.9999934,0.9999882,0.9999913,0.9999985,0.9999984,0.99999857,0.99996966,0.9999966,0.9999971,0.9999991,-0.9985309,0.99999434,0.9999922,0.9999917,0.9999931,0.9999991,0.9999922
MESH:D052496,0.99998426,0.9999881,0.9999034,0.9999873,0.9999949,0.99999315,0.99997526,-0.9711883,0.99995244,0.99997896,0.99997383,0.99997175,0.9999382,0.99997765,-0.9944805,0.999996,0.99999005,0.99946165,0.99999183,0.9999943,0.99999696,0.99999315,0.999984,0.999994,0.9999595,0.9998416,0.99999404,0.99996674,0.9999627,0.9999941,0.99999464,0.9999913,0.9999984,0.9999702,0.9999945,0.99997145,0.9999748,0.99997514,0.9999799,0.9999393,0.9999816,0.99996847,0.9999645,0.9999606,-0.998119,-0.99880505,0.9999662,0.9999867,0.99996763,0.9999725,0.99999076,0.9999814,0.9949027,0.9999267,0.999984,0.99998724,0.9999776,1.0,0.999953,0.9996008,0.999994,0.999961,0.999987,0.9999662,0.99998325,0.99995,0.9999756,0.9999678,0.999944,0.9999385,0.99997,0.99999404,0.99998,0.99998415,0.9999689,0.9999675,0.99998844,0.99999344,-0.9994738,0.99997663,0.9999839,0.99995416,0.9999571,0.99998206,0.99999714,0.9999442,0.9999649,0.9999852,0.9999772,0.9999959,0.99996203,0.999978,0.99997085,-0.99872565,0.99996656,0.9999663,0.99998146,0.99997777,0.9999821,0.9999553
MESH:D019964,0.9999873,0.9999764,0.9999428,0.99998623,0.9999227,0.99997574,0.9999898,-0.97160614,0.9999886,0.99996823,0.9999926,0.9999868,0.99997866,0.9999895,-0.9948399,0.99996287,0.9999812,0.9994029,0.999977,0.9999775,0.9999512,0.9999761,0.99998695,0.99996376,0.99998987,0.9997155,0.99994004,0.9999912,0.9999903,0.9999712,0.99996144,0.99997246,0.99995625,0.9999891,0.9999742,0.99999017,0.9999888,0.9999914,0.9998861,0.9999859,0.9999876,0.9999916,0.99998325,0.99998975,-0.99793464,-0.9984562,0.99998957,0.9999832,0.9999915,0.99986863,0.9999271,0.9999742,0.99428934,0.9999715,0.99997485,0.99989986,0.9999907,0.999953,0.99999994,0.9995837,0.99997413,0.99999,0.9999826,0.9999894,0.99998873,0.99998266,0.9999837,0.9999883,0.99997765,0.9999515,0.99999106,0.99997663,0.9999907,0.99998343,0.9999919,0.99998903,0.9999204,0.99996746,-0.9993161,0.9999799,0.99998873,0.99998814,0.9999639,0.99998,0.99996585,0.9999886,0.999993,0.99998814,0.99998635,0.99994653,0.9999873,0.9999883,0.99999136,-0.99845546,0.99999386,0.99997896,0.99998736,0.9999905,0.9999907,0.99998504
MESH:C566899,0.99956477,0.9995747,0.9995328,0.9996159,0.99960953,0.9995745,0.9995786,-0.96775484,0.9995215,0.99962664,0.9995711,0.9995708,0.9995145,0.99956644,-0.9945866,0.9995628,0.99956,0.9995733,0.9996315,0.9995998,0.9996006,0.99956393,0.9995817,0.9996514,0.9995334,0.99971265,0.9995936,0.99956614,0.9995363,0.9995507,0.9995518,0.9996329,0.99957705,0.99950665,0.99961936,0.99954057,0.99954826,0.99956757,0.9995673,0.99951,0.9995884,0.9995594,0.9995128,0.9995534,-0.9966695,-0.9977389,0.9995446,0.9995392,0.9995295,0.99964935,0.9995462,0.9995782,0.995489,0.99950033,0.999582,0.9996347,0.99957556,0.9996008,0.9995837,1.0000002,0.9995736,0.9995353,0.99956703,0.99956197,0.99958754,0.9995311,0.9995336,0.9995663,0.9995242,0.9995719,0.999552,0.9995896,0.999577,0.9995721,0.9995584,0.9995155,0.99958324,0.99956906,-0.9982624,0.9995157,0.9995907,0.999509,0.9997239,0.99963784,0.99957633,0.9995113,0.99956506,0.9995883,0.9995738,0.9995548,0.9995518,0.999539,0.9995547,-0.9976885,0.9995389,0.99952114,0.9995556,0.9995557,0.99958324,0.99953794
MESH:D008268,0.99999565,0.9999937,0.99991417,0.9999938,0.9999792,0.99999714,0.99998903,-0.9717205,0.9999739,0.99998266,0.99998945,0.9999864,0.99996096,0.99999213,-0.9947299,0.999997,0.99999607,0.999419,0.9999943,0.99999774,0.9999945,0.99999917,0.9999954,0.99999356,0.99998194,0.9997925,0.9999882,0.99998313,0.9999811,0.9999975,0.99999446,0.99999547,0.99999547,0.9999854,0.9999969,0.9999891,0.9999914,0.9999905,0.99995637,0.99996525,0.9999946,0.9999854,0.9999798,0.9999775,-0.9981094,-0.9987615,0.999986,0.99999666,0.99998707,0.9999435,0.9999767,0.99998724,0.9946287,0.9999509,0.9999902,0.999966,0.9999915,0.999994,0.99997413,0.9995736,0.9999998,0.9999806,0.9999952,0.9999799,0.99999475,0.99996984,0.9999925,0.99998534,0.9999656,0.99993753,0.9999867,0.9999996,0.99999326,0.9999951,0.99998766,0.9999849,0.9999716,0.99999374,-0.99948627,0.99998957,0.9999949,0.99997693,0.9999573,0.999988,0.99999845,0.9999695,0.9999841,0.99999577,0.999989,0.99999297,0.99998075,0.99999404,0.9999879,-0.9986598,0.99998724,0.9999785,0.9999916,0.9999927,0.99999446,0.9999734
MESH:D020258,0.9999934,0.99998826,0.99995154,0.99998194,0.9999305,0.99998444,0.9999969,-0.9721271,0.9999982,0.99997157,0.9999964,0.9999973,0.9999949,0.99999684,-0.9948822,0.9999751,0.9999891,0.999309,0.99998343,0.9999814,0.99995863,0.9999819,0.99998856,0.9999711,0.99999714,0.9996951,0.9999405,0.99999845,0.99999917,0.99998176,0.99996614,0.9999796,0.99996245,0.99999183,0.9999819,0.99999785,0.9999975,0.9999975,0.9998939,0.99999744,0.99999267,0.9999985,0.99999684,0.9999984,-0.99807006,-0.9985049,0.9999986,0.9999906,0.99999845,0.9998802,0.9999346,0.9999903,0.9941245,0.99998426,0.9999908,0.9999058,0.99999607,0.999961,0.99999,0.9995353,0.9999806,1.0000001,0.99999255,0.9999973,0.99999154,0.99999654,0.99999475,0.99999756,0.99999475,0.99995244,0.9999993,0.9999816,0.99999475,0.9999928,0.99999756,0.9999951,0.9999268,0.99996585,-0.999405,0.9999942,0.999991,0.99999917,0.99995077,0.99998736,0.99997675,0.9999969,0.99999684,0.99998987,0.9999968,0.99995273,0.9999981,0.9999942,0.9999986,-0.99842954,0.9999924,0.99999464,0.9999888,0.9999861,0.9999922,0.99999875
